Gene	Category	Pvalue	NrOfVariants	ReviewStatusMean	NumberSubmittersMean	SubmitterCategoriesMean
GAMT	C4	0.13528647948733874	10	0.6	2.3	1.7
DNAAF3	C3	0.6547208460185769	3	0.0	3.0	1.0
DNAAF2	C3	0.7576207236833966	4	0.25	2.5	1.25
DNAAF1	C4	0.6891565167793516	7	0.14285714285714288	2.4285714285714284	1.1428571428571428
PRKCD	T1	NA	3	0.0	2.0	1.0
WDR72	C3	0.8642702641586778	4	0.0	2.0	1.0
WDR73	I1	NA	9	0.11111111111111108	2.111111111111111	1.2222222222222223
CEL	N1	NA	1	1.0	2.0	2.0
HCFC1	C1	0.0016497758724748346	7	0.5714285714285714	2.4285714285714284	1.5714285714285714
NUP93	C4	0.9375527677793732	5	0.0	2.0	1.0
BCAM	C3	0.08326451666355006	3	0.0	2.0	1.0
SCN10A	C3	0.5965117734229686	2	0.0	2.0	1.0
WDR81	C3	0.08326451666355006	4	0.5	2.0	1.5
ARMC5	T1	NA	6	0.0	2.0	1.0
HECW2	C3	0.10140986253562945	4	1.0	2.0	2.0
HMBS	C1	1.8945878619724965E-5	28	0.0	2.0357142857142856	1.1071428571428572
ARMC4	C4	0.13959952339030002	10	0.9	2.6	2.4
TARS2	C3	0.23242050618850907	2	0.0	2.0	1.0
FREM1	C1	0.002264596309403233	6	0.16666666666666669	3.0	1.3333333333333333
CFB	C3	0.5135792772578708	3	0.0	2.0	1.0
FREM2	C3	0.6630546591816495	3	0.33333333333333337	2.0	1.3333333333333333
CFD	N1	NA	1	0.0	2.0	1.0
NUP205	N1	NA	1	0.0	2.0	1.0
CFH	C4	0.10765754482809542	14	0.0	2.0714285714285716	1.0714285714285714
PRKDC	C3	0.10492658589144599	3	0.0	2.0	1.0
CFI	C3	0.363692041488873	3	0.0	2.0	1.0
WDR62	C4	0.29741476337187156	21	0.4285714285714285	2.0952380952380953	1.4761904761904763
PRDM12	C3	0.07656575669448351	5	0.0	2.0	1.0
BCL10	C4	0.2127017683016349	16	0.0	2.0	1.0
CFP	C4	0.5308693039685082	5	0.0	2.0	1.0
NCSTN	N1	NA	1	1.0	3.0	3.0
BLOC1S6	N1	NA	1	0.0	2.0	1.0
GJC2	T2	NA	15	0.13333333333333336	2.0	1.1333333333333333
PRDM16	C4	0.624206114766406	5	0.2	2.4	1.4
BLOC1S3	N1	NA	1	0.0	3.0	1.0
VPS11	N1	NA	1	0.0	3.0	3.0
ST3GAL5	C3	0.29626987148428674	4	0.0	2.0	1.0
FAM120AOS	N1	NA	1	0.0	2.0	2.0
ST3GAL3	N1	NA	1	0.0	2.0	1.0
PLK4	C3	0.6761033140231469	2	0.0	2.0	1.0
ARL14EP	N1	NA	1	1.0	2.0	2.0
HOMER2	N1	NA	1	0.0	2.0	1.0
GJB2	C2	0.013741726672566568	99	1.1111111111111114	3.282828282828282	2.0505050505050506
GJB1	C2	0.019536610171321578	64	0.75	2.359375	1.84375
GJB4	C4	0.3555584179532515	6	0.0	2.0	1.0
ARL2BP	T1	NA	2	0.0	2.0	1.0
WDR60	T1	NA	3	0.0	2.0	1.0
GJB3	C4	0.6785325033189722	12	0.16666666666666669	2.1666666666666665	1.3333333333333335
GJB6	C4	0.5097469781159742	7	0.5714285714285714	2.7142857142857144	1.7142857142857142
MKS1	C4	0.05874629021084221	41	0.4634146341463415	2.1951219512195124	1.951219512195122
GTF2IRD1	N1	NA	1	1.0	2.0	2.0
CDKN1C	I1	NA	24	0.08333333333333333	2.25	1.625
SETD5	C3	0.8272593465627113	9	0.2222222222222222	2.0	1.2222222222222223
SETD2	C3	0.33523441379595964	4	0.0	2.0	1.0
MOCS2	C4	0.3738433266021559	9	0.11111111111111109	2.111111111111111	1.2222222222222223
CDKN1B	C4	0.5581846494226574	10	0.20000000000000004	2.1	1.6
CHM	T1	NA	11	0.1818181818181818	2.1818181818181817	1.6363636363636362
SMG9	C3	0.6434288435636206	2	1.0	3.0	3.0
WDR45	I1	NA	15	0.7333333333333333	2.066666666666667	1.8
LYST	C4	0.082000693430062	43	0.046511627906976716	2.2325581395348837	1.0465116279069768
IFIH1	C2	0.014523783489960196	10	0.2	2.1	1.3
MCEE	C3	0.35262173565715826	4	0.5	2.5	1.75
ADAMTSL4	C4	0.7905388905198596	7	0.14285714285714288	2.142857142857143	1.2857142857142858
RARS	C4	0.053324691055879225	6	0.0	2.1666666666666665	1.5
ADAMTSL2	T1	NA	7	0.0	2.7142857142857144	1.0
TK2	C1	4.981273137916187E-5	34	0.2058823529411765	2.323529411764706	1.3235294117647058
EDARADD	C4	0.8035259121181945	5	0.0	2.4	1.0
HELLS	T1	NA	6	0.0	2.0	1.0
WDR36	C3	0.1226709814373459	2	0.0	2.0	1.0
TPI1	C4	0.10187288273603556	8	0.0	2.0	1.0
WDR34	C4	0.3260487050166039	9	0.0	2.0	1.0
WDR35	C4	0.44501570902124665	12	0.0	2.25	1.0
FAM126A	T1	NA	4	0.0	2.75	1.0
CIT	C3	0.960122388323255	8	0.0	2.25	1.75
RARB	C3	0.2967175263220604	6	0.33333333333333337	2.0	1.3333333333333333
GARS	C1	0.001873375789256504	9	0.33333333333333337	2.0	1.3333333333333333
TKT	C3	0.20124262095772394	4	0.75	2.5	2.25
MOCS1	C4	0.5857884148093631	6	0.16666666666666669	2.0	1.1666666666666667
GAS8	C3	0.11161176829829211	2	0.0	2.0	1.0
NFIX	I1	NA	20	0.35	2.0	1.4
AP5Z1	C3	0.5509849875850935	2	0.0	2.0	1.0
ADCY1	N1	NA	1	0.0	3.0	3.0
FGD1	C4	0.05782687864342839	14	0.5714285714285714	2.0714285714285716	1.6428571428571428
PAPSS2	C4	0.345581632017545	10	0.3	2.1	1.4
ADCY6	C3	0.3085012479275411	2	0.5	2.0	1.5
ADCY5	C4	0.12389745543474584	7	0.42857142857142855	2.4285714285714284	1.5714285714285714
FGD4	C4	0.46398171640090347	9	0.11111111111111108	2.3333333333333335	1.1111111111111112
SLC17A9	C3	0.27417570856717055	2	0.0	2.0	1.0
UBN1	N1	NA	1	1.0	2.0	2.0
SLC17A5	C4	0.8954775867583026	19	0.3684210526315789	2.3684210526315788	2.0
SLC17A8	N1	NA	1	0.0	2.0	1.0
BCHE	C4	0.9623361165045725	8	0.0	2.0	1.0
RSPH4A	C4	0.600126469478423	7	0.14285714285714288	2.7142857142857144	1.2857142857142858
CDKN2A	C4	0.16279692662103773	36	1.3333333333333335	2.8888888888888884	2.138888888888889
TPK1	C4	0.46993080510823493	8	0.625	2.0	1.625
IL10RB	C3	0.2482130789899235	2	0.0	2.0	1.0
IL10RA	C2	0.03891718700236657	4	0.0	2.0	1.0
WDR19	C4	0.2034951040791484	15	0.06666666666666667	2.1333333333333333	1.1333333333333333
ELP2	C3	0.19661652788257977	2	1.0	2.0	2.0
ELP4	N1	NA	1	0.0	2.0	1.0
WDR11	N1	NA	1	0.0	3.0	1.0
GATM	I1	NA	6	0.16666666666666669	2.5	1.1666666666666667
OSTM1	C3	0.16491482255330137	2	0.5	2.0	1.5
IGLL1	C3	0.6377328900501886	3	0.0	2.0	1.0
VMA21	C4	0.31731050786291404	8	0.125	2.125	1.25
PLP1	I1	NA	31	0.41935483870967744	2.064516129032258	1.4838709677419353
POGLUT1	C4	0.5542277426654021	5	0.0	2.0	1.0
TNC	C3	0.7508235188990009	2	0.0	2.0	1.0
PARK7	C4	0.47064391875103295	6	0.0	2.0	1.0
TNF	N1	NA	1	0.0	2.0	1.0
PARK2	C4	0.056176571087173666	16	0.0625	2.0625	1.125
FGF3	C3	0.1631425767259682	12	0.0	2.75	1.0
FGF5	C3	0.05878172135535886	3	0.0	2.0	1.0
RIMS1	N1	NA	2	0.0	2.0	1.5
FGF8	I1	NA	13	0.07692307692307696	2.076923076923077	1.7692307692307692
FGF9	N1	NA	1	0.0	2.0	1.0
CFL2	C3	0.052632302565740585	2	0.0	2.5	1.0
IFNAR2	N1	NA	1	0.0	2.0	1.0
USP8	C3	0.3704546010385945	4	0.0	2.0	2.0
MAP2K1	C4	0.08921832403221397	16	1.0625	2.75	2.125
MAP2K2	C2	0.018083521121296964	12	1.0833333333333333	2.8333333333333335	2.3333333333333335
COL27A1	N1	NA	1	1.0	3.0	3.0
TPM3	C4	0.124192393447216	18	0.11111111111111108	3.2222222222222223	2.666666666666667
TPM2	C4	0.6693842468987063	11	0.0909090909090909	2.909090909090909	2.8181818181818183
TPM1	C4	0.15963752212142934	45	0.9333333333333333	3.066666666666667	2.1555555555555554
DYRK1A	I1	NA	28	0.7857142857142858	2.2142857142857144	1.8928571428571428
DYRK1B	C3	1.0	2	0.0	2.0	1.0
KERA	C4	0.18609362740038493	8	0.0	2.125	1.5
THOC2	C3	0.07377659676733095	4	0.0	2.0	1.0
LEMD3	C3	0.12133525035848225	2	0.0	2.0	1.0
LEMD2	N1	NA	1	1.0	3.0	3.0
THOC6	N1	NA	1	0.0	2.0	1.0
UBR1	C3	0.2189212284026293	4	0.5	2.0	1.5
KNG1	N1	NA	1	0.0	2.0	1.0
MTM1	C3	0.4511522994332233	147	0.9931972789115646	2.0680272108843534	2.0136054421768708
ORC4	C3	0.8296380997190266	4	0.5	2.25	1.75
TPO	C2	0.013931624281074528	8	0.0	2.0	1.0
ORC6	C3	0.45812318823541553	5	0.0	2.0	1.0
ORC1	C4	0.07069369506634438	7	0.28571428571428575	2.0	1.2857142857142858
SMN1	C2	0.02087926316635158	15	0.0	2.0	1.0
DRD4	N1	NA	1	0.0	2.0	1.0
FANCI	C4	0.2489914386947989	6	0.6666666666666666	2.0	1.6666666666666667
COA3	C3	0.9272644735252321	2	0.0	2.0	1.0
FANCM	C3	0.617075077451974	1	1.0	2.0	2.0
FANCL	C3	0.8010593708697096	3	0.33333333333333337	2.0	1.3333333333333333
OSBPL2	I1	NA	2	0.0	2.0	1.0
FANCA	C4	0.3397470607148062	26	0.6538461538461537	2.1923076923076925	1.692307692307692
SLC4A11	C1	5.741798844395296E-4	18	0.05555555555555553	2.0	1.0555555555555556
FANCC	C2	0.020725738748512135	17	1.1764705882352942	2.8235294117647056	2.176470588235294
FANCE	C3	0.5034995554324829	3	0.0	2.0	1.0
FANCG	C4	0.08795054804002744	10	0.20000000000000004	2.4	1.2
FANCF	C4	0.29115222318363576	6	0.16666666666666669	2.1666666666666665	1.5
RAX2	I1	NA	5	0.2	2.0	1.2
LHX3	C3	0.7696979437812899	7	0.0	2.0	1.0
SYNJ1	N1	NA	2	0.5	2.0	1.5
TPP1	C4	0.07093939342038547	32	0.9375	2.875	2.09375
LHX4	C4	0.6744240722352938	2	0.0	2.0	1.0
DRC1	C3	0.052807511416113506	2	0.0	3.0	1.0
BMPR2	C2	0.01317013220509855	41	0.34146341463414626	2.073170731707317	1.5853658536585364
MCM8	T1	NA	3	0.0	2.3333333333333335	1.6666666666666667
MCM9	T1	NA	2	0.0	3.0	3.0
UFSP2	T1	NA	1	1.0	2.0	2.0
SYNE4	C3	0.27523352407483415	4	0.75	2.25	2.25
MTO1	C3	0.29492698003599127	4	0.25	2.25	1.5
SYNE2	C3	0.408165907384364	2	1.0	3.0	2.5
SYNE1	C2	0.023551067926333435	15	0.5333333333333334	2.066666666666667	1.6666666666666665
KBTBD13	C2	0.0415152318213442	2	0.0	2.0	1.0
THBD	C3	0.06765035196679758	2	0.0	2.0	1.0
UBTF	N1	NA	1	0.0	2.0	2.0
SERAC1	C4	0.4089722964395741	9	0.7777777777777778	2.0	1.7777777777777777
GAL3ST2	N1	NA	1	1.0	2.0	2.0
LBR	C2	0.013645315602574315	13	0.15384615384615388	2.0	1.1538461538461537
COA6	T1	NA	2	0.0	2.0	1.0
PRKG1	N1	NA	1	2.0	4.0	3.0
TNPO3	N1	NA	3	0.33333333333333337	2.0	1.3333333333333333
TPRN	C3	0.7133031738784577	5	0.0	2.0	1.0
COA5	N1	NA	1	0.0	2.0	1.0
CR2	C3	0.9061856157549283	2	0.0	2.0	1.0
CKAP2L	C4	0.935283063107044	6	0.0	2.0	1.0
AVPR2	C3	0.06616713945601882	33	0.45454545454545453	2.0606060606060606	1.5757575757575757
APOA1	C1	0.005712645955894491	8	0.0	2.0	1.0
APOA4	N1	NA	1	0.0	2.0	1.0
SMC1A	C4	0.08872847056807343	32	0.90625	2.09375	1.96875
APOA5	N1	NA	1	0.0	2.0	1.0
DNAJC3	N1	NA	1	0.0	3.0	3.0
DNAJC6	T1	NA	5	0.0	2.0	1.0
LCK	N1	NA	1	0.0	2.0	1.0
DNAJC5	C3	0.5049850750938459	2	0.0	2.0	1.0
CRH	N1	NA	3	0.0	1.6666666666666667	1.0
LCT	C2	0.01701908553354614	9	0.0	2.0	1.7777777777777777
MCM2	N1	NA	1	0.0	2.0	1.0
CEBPA	I1	NA	12	0.0	2.0833333333333335	1.0
SMPX	C3	0.1432349075246695	5	0.0	2.0	1.0
HDAC1	N1	NA	1	1.0	2.0	2.0
CRX	C4	0.3502013891792958	15	0.4	2.4	2.3333333333333335
PDHB	C3	0.35262173565715826	4	0.5	2.0	1.5
TULP1	C1	4.42293975257968E-5	12	0.25	2.1666666666666665	1.6666666666666667
NOD2	C1	0.0021149213763477226	11	0.0	2.6363636363636362	2.6363636363636362
HDAC8	T1	NA	15	0.6666666666666667	2.2	1.8666666666666667
HDAC6	N1	NA	1	0.0	2.0	1.0
TTN	C1	0.0	70	0.9571428571428571	2.257142857142857	1.957142857142857
DNAJB2	C4	0.7150006546880894	8	0.625	2.25	1.75
TTR	C1	6.5107414337362E-4	52	0.46153846153846145	2.596153846153846	1.6923076923076923
DNAJB6	C4	0.06750816200747789	9	0.1111111111111111	2.111111111111111	1.2222222222222223
DNAJB5	N1	NA	1	1.0	2.0	2.0
VPS53	C3	0.33814269473405	2	0.0	2.0	1.0
IL21R	T1	NA	3	0.33333333333333337	2.0	1.3333333333333333
XIRP1	N1	NA	1	0.0	2.0	2.0
BCO1	N1	NA	1	0.0	2.0	1.0
ALOXE3	C2	0.0215478675046733	5	0.0	2.0	1.2
STOX1	N1	NA	1	0.0	2.0	1.0
SLC35A2	I1	NA	7	0.14285714285714288	2.4285714285714284	2.0
MGME1	C3	0.6434288435636206	2	0.0	2.0	1.0
SLC35A3	C3	1.0	2	0.0	2.0	1.0
APOC3	C4	0.7414646126329769	6	0.0	2.6666666666666665	1.0
MTOR	C1	0.004754884081386579	4	1.0	2.5	2.5
OTOGL	C3	0.825100219368569	4	0.75	2.0	1.75
ASXL1	C4	0.19112444190293842	9	0.5555555555555556	2.111111111111111	1.6666666666666667
MFAP5	C3	0.4254200204693489	2	0.0	2.0	1.0
BCKDK	C3	0.43857802608099994	2	0.0	2.0	1.0
LEP	C2	0.044609718024939515	2	0.0	2.0	1.0
ASXL3	I1	NA	5	0.6	2.0	1.6
CTH	C3	0.2392534023670868	2	0.0	2.0	1.0
BCOR	C3	0.3901541483019262	11	0.36363636363636365	2.090909090909091	1.5454545454545454
VPS45	C2	0.02991299032077599	2	0.0	2.0	1.0
C12orf57	C3	0.7324398999038726	3	0.33333333333333337	2.6666666666666665	1.6666666666666667
IL1RN	I1	NA	2	0.0	3.0	3.0
MTRR	C2	0.03671385636270408	3	0.6666666666666666	2.3333333333333335	2.0
MLC1	C4	0.20049074361938934	14	0.1428571428571429	2.2857142857142856	1.2142857142857144
AQP5	C4	0.3600608035876379	3	0.0	2.0	1.0
AQP2	C1	0.003205776103478053	6	0.16666666666666669	2.0	1.1666666666666667
HS6ST1	N1	NA	1	1.0	2.0	2.0
GBA2	C1	0.004971948355878331	6	0.16666666666666669	2.0	1.1666666666666667
AQP1	N1	NA	1	0.0	2.0	1.0
NIPAL4	C3	0.18242243945173608	2	0.5	2.5	2.0
NFU1	C3	0.8117529236750812	2	0.5	2.0	1.5
RPS6KA3	I1	NA	21	0.2857142857142858	2.0	1.4285714285714284
RPS17	I1	NA	3	0.0	2.6666666666666665	1.0
RPS19	I1	NA	7	0.0	2.0	1.0
DAG1	I1	NA	5	0.0	2.2	1.4
PDK3	N1	NA	1	0.0	2.0	1.0
HMCN1	N1	NA	1	0.0	2.0	1.0
C12orf65	C4	0.16491482255330137	9	0.33333333333333337	2.111111111111111	1.4444444444444444
IFITM5	C3	0.05317338271357819	2	0.0	2.0	1.0
DYNC2H1	C4	0.8996589263828698	34	0.44117647058823517	2.0588235294117645	1.5294117647058822
PDHX	C4	0.7299844183431056	10	0.3	2.1	1.4
CPT1A	C2	0.04254773763621611	34	0.26470588235294124	2.5294117647058822	1.3823529411764706
COG8	N1	NA	1	0.0	2.0	1.0
COG7	N1	NA	1	1.0	2.0	2.0
COG6	C3	0.45882773348919237	4	0.5	2.25	2.0
COG4	C2	0.04502088100253865	4	0.25	2.0	1.25
TANGO2	C2	0.030268714628173043	4	0.5	2.5	2.0
SLC35C1	C4	0.21053524265531987	5	0.6	2.4	2.0
CPT1C	N1	NA	1	0.0	2.0	1.0
OBSL1	C3	0.15729920705028488	4	0.5	2.25	1.5
CFTR	C4	0.059443594482023965	349	2.2349570200573057	3.53008595988539	2.3524355300859594
SLC22A5	C1	9.969722567171324E-6	50	0.98	3.08	2.3
SLC35D1	C3	0.06933716127449285	3	0.0	2.0	1.0
STXBP1	C4	0.12975871882074075	57	0.9298245614035089	2.0701754385964914	1.912280701754386
MTTP	C4	0.10300031496560613	5	0.0	2.0	1.0
LHB	C4	0.5168677495508638	6	0.0	2.0	1.0
STXBP2	C3	0.07142157138224259	3	0.0	2.0	1.0
LIAS	T1	NA	6	0.5	2.0	1.5
APCDD1	N1	NA	1	0.0	2.0	1.0
CD79B	I1	NA	2	0.0	2.0	1.0
SH2D1A	C3	0.3545394797735013	9	0.0	2.0	1.0
TYR	C1	0.007700787466296988	47	0.4680851063829787	3.085106382978723	2.6808510638297873
RPS26	C3	0.6015081344405899	8	0.375	2.25	1.625
RPS28	N1	NA	1	1.0	3.0	3.0
RPS29	C3	0.5612758361345777	2	0.0	2.0	1.0
RPS24	C3	0.08326451666355006	5	0.2	2.6	1.2
TENM3	N1	NA	2	0.0	2.0	1.0
C2CD3	C4	0.8188757471287034	5	0.6	2.2	1.8
TENM4	C3	0.08157177371859226	3	0.0	2.0	1.0
GBE1	C2	0.022774675956054424	20	0.2	2.8	1.2
SIPA1L3	N1	NA	1	0.0	2.0	1.0
MEOX1	N1	NA	1	0.0	2.0	1.0
ERMAP	C3	0.7787290045873427	2	0.0	2.0	1.0
FEZF1	N1	NA	1	0.0	2.0	1.0
EDN1	C3	0.5637028616507731	4	0.0	2.0	1.0
EDN3	C3	0.14883654687670989	4	0.0	2.0	1.0
GP1BA	C1	0.008227838612719696	6	0.0	2.0	1.0
TYK2	C2	0.040423979336908555	5	0.0	2.0	1.0
CYP7B1	C1	0.0013243624219518857	13	0.5384615384615385	2.3076923076923075	1.6923076923076923
MATN4	N1	NA	1	0.0	2.0	2.0
MATN3	C4	0.10155026386421329	6	0.0	2.3333333333333335	1.0
SDCCAG8	C4	0.9531436224022091	10	0.4	2.1	1.5
HMX1	N1	NA	1	0.0	2.0	1.0
AMER1	I1	NA	6	0.16666666666666669	2.0	1.1666666666666667
NOL3	N1	NA	1	0.0	2.0	1.0
TYMP	C1	3.423461839147102E-5	18	0.4444444444444443	2.0555555555555554	1.5
PURA	I1	NA	31	0.5806451612903225	2.2580645161290325	2.193548387096774
PDPR	N1	NA	1	0.0	2.0	2.0
EMC1	C3	0.1142678602403624	1	1.0	3.0	3.0
KISS1R	C4	0.7905915725458427	6	0.0	2.0	1.0
GRHL3	C4	0.5159516963585487	10	0.5	2.0	1.5
MLH1	C4	0.5544641825254847	615	2.7447154471544697	2.3252032520325203	2.0243902439024395
GRHL2	I1	NA	4	0.0	2.0	1.0
COLQ	C2	0.015494294961568067	8	0.0	2.0	1.0
MLH3	C3	0.6248602051555098	4	0.25	2.0	1.25
SLURP1	I1	NA	9	0.0	2.0	1.0
PDP1	N1	NA	1	0.0	2.0	1.0
CD40LG	I1	NA	13	0.5384615384615385	2.076923076923077	1.6153846153846154
PRKRA	C3	0.3328625859336546	1	0.0	2.0	1.0
MEGF8	C3	0.7798360498337225	3	0.0	2.0	1.0
NDUFA13	C3	0.7083039197052377	2	0.0	2.0	1.5
NDUFA11	C3	0.9337393464207391	2	1.0	2.0	2.0
NDUFA12	N1	NA	1	0.0	2.0	1.0
ROGDI	C4	0.922865700723369	8	0.0	2.0	1.0
NDUFA10	C3	0.9314326694063598	4	0.5	2.0	1.5
COMP	C1	0.005289422825077272	27	0.07407407407407408	2.1481481481481484	1.1111111111111112
BMPER	C3	0.3050588592616785	3	0.0	2.0	1.0
ARHGDIA	I1	NA	3	0.0	2.0	1.0
LIG1	C3	0.0777501946682897	2	0.0	2.0	1.0
IL11RA	T1	NA	4	0.0	2.0	1.0
PUS1	C4	0.17607131059707093	5	0.4	2.0	1.4
LIG4	C3	0.07494553334846166	6	0.16666666666666669	2.0	1.1666666666666667
LIFR	C3	0.6555185783676267	4	0.5	2.25	1.75
MATR3	T1	NA	4	0.0	2.25	1.0
LPA	N1	NA	1	0.0	2.0	1.0
COPA	C3	0.3221988061625818	4	1.0	3.0	3.0
LPL	C2	0.02812133295419872	31	0.0	2.032258064516129	1.1290322580645162
EMG1	N1	NA	1	0.0	2.0	1.0
CDH23	C4	0.140034197117627	43	0.8837209302325582	2.2790697674418605	2.0
DARS	C1	0.0021265264745685686	7	0.0	2.0	1.1428571428571428
PNPT1	C1	0.005396248096840028	14	0.7142857142857143	2.2142857142857144	1.9285714285714286
UQCC3	N1	NA	1	0.0	2.0	1.0
UQCC2	N1	NA	1	0.0	2.0	1.0
NONO	C3	0.7236736098317631	4	0.0	2.0	1.25
COQ9	N1	NA	2	0.5	2.5	2.0
COQ7	N1	NA	1	0.0	2.0	1.0
COQ6	C3	0.07746213607943708	1	0.0	2.0	1.0
COQ4	C4	0.10178330546163372	8	0.125	2.125	1.25
SELP	N1	NA	1	0.0	2.0	2.0
GRHPR	C2	0.029579517374646924	28	0.07142857142857144	2.2857142857142856	2.142857142857143
DIAPH1	C3	0.6547208460185769	3	0.33333333333333337	2.6666666666666665	2.3333333333333335
COQ2	C2	0.04975757786237878	8	0.5	2.0	1.5
SKIV2L	C3	0.6674364917098825	2	0.5	2.5	1.5
FGFR4	N1	NA	1	0.0	2.0	1.0
FGFR3	C4	0.7671444690634368	44	0.22727272727272724	2.704545454545454	1.3636363636363638
FGFR2	C2	0.03625187340250968	42	0.16666666666666666	2.142857142857143	1.2857142857142858
BRWD3	C3	0.43857802608099994	5	0.39999999999999997	2.0	1.4
FGFR1	C4	0.15370423223002283	38	0.2894736842105263	2.1842105263157894	1.6578947368421053
GPSM2	C4	0.32605415605880905	8	0.5	2.125	1.625
THRB	T1	NA	32	0.0	2.0	1.03125
THRA	C2	0.018773411069677115	5	0.0	2.0	1.0
SLC40A1	C2	0.035308144474073155	9	0.0	2.0	1.0
DBH	C4	0.7439863881312514	7	0.14285714285714288	2.7142857142857144	1.2857142857142858
OPLAH	C3	0.12162240702556737	3	0.33333333333333337	2.0	1.3333333333333333
MFSD8	C1	4.1826185601889776E-4	18	0.5555555555555556	2.2777777777777777	1.7777777777777777
DBT	C4	0.1905179717373533	27	0.7777777777777778	2.1481481481481484	1.7777777777777777
C15orf41	C3	0.2318604627746802	2	0.0	3.0	1.0
HGSNAT	C4	0.47991262032652116	18	0.33333333333333337	2.111111111111111	1.4444444444444444
DCC	C4	0.6713220917153242	9	0.0	2.0	1.0
LSS	C3	0.1670642769148939	2	0.0	2.0	1.0
DCN	I1	NA	4	0.0	2.75	1.0
ALDH1A3	T1	NA	2	0.0	2.0	1.5
ZAP70	C4	0.05875052228604416	10	0.20000000000000004	2.2	1.4
COL6A2	C1	2.9412877935797166E-4	35	0.6571428571428571	2.142857142857143	1.8285714285714287
COL6A1	C4	0.164442574184812	21	0.6666666666666667	2.2857142857142856	1.7142857142857142
TMEM5	C4	0.24286152313009435	7	0.14285714285714288	2.0	1.1428571428571428
DCX	I1	NA	111	0.9369369369369368	2.036036036036036	1.945945945945946
COL6A3	C4	0.12458871552474449	22	0.5454545454545454	2.227272727272727	1.7272727272727273
CDH15	C3	0.05680287328806377	3	0.0	2.0	1.0
DDC	C2	0.045686937075988476	5	0.0	2.0	1.2
NRXN1	T1	NA	18	0.4444444444444444	2.0	1.9444444444444444
ATP1A3	C1	0.006360058202332763	59	0.1864406779661017	2.389830508474576	1.2033898305084745
ATP1A2	C1	0.003231554231294176	21	0.2857142857142858	2.0	1.2857142857142858
ATP1A1	C3	0.9056954420343093	3	0.0	2.0	2.0
PDE11A	N1	NA	2	0.0	2.0	1.5
CHSY1	C3	0.28274545993277467	2	0.0	2.0	1.0
ALDH1B1	C3	0.8501067391385259	1	1.0	2.0	2.0
POC1A	C3	0.18242243945173608	2	0.0	2.5	2.0
PDSS2	C4	0.08051151994050221	5	0.6	2.0	1.6
POC1B	C3	0.8272593465627113	3	0.0	2.0	1.0
PDSS1	C3	0.5175347196432352	3	0.6666666666666666	2.0	1.6666666666666667
SNCB	C3	1.0	2	0.0	2.0	1.0
BUB1	C3	0.8551321405847059	3	0.0	2.0	1.0
SNCA	C4	1.0	5	0.0	2.0	1.0
OPCML	N1	NA	1	0.0	2.0	1.0
CRYGS	N1	NA	1	0.0	2.0	1.0
LIM2	C3	0.556298461274735	2	0.0	2.0	1.0
NOS3	N1	NA	1	0.0	2.0	1.0
PDX1	C4	0.10990198094727877	8	0.5	2.375	1.5
MLPH	T1	NA	3	0.6666666666666666	2.0	1.6666666666666667
PDE10A	T1	NA	4	0.0	2.0	1.0
DES	C4	0.7985693236796992	49	0.7142857142857142	3.0408163265306123	2.2448979591836737
KANSL1	C4	0.5168677495508638	10	0.4	2.4	1.4
ATP13A2	C2	0.01896476197993846	9	0.22222222222222218	2.0	1.3333333333333333
RBPJ	C3	0.0552342537180639	2	0.0	2.0	1.0
LIPA	C4	0.08287906644281606	7	0.14285714285714288	2.142857142857143	1.4285714285714286
TSEN54	C4	0.4137476877592263	15	0.7333333333333333	2.533333333333333	1.7333333333333334
NSDHL	I1	NA	17	0.411764705882353	2.3529411764705883	1.4117647058823528
ZFYVE26	C1	0.0017281739866836787	8	0.625	2.0	1.625
LIPC	C3	0.4706361777354794	2	0.5	2.5	2.0
ZFYVE27	N1	NA	1	0.0	2.0	1.0
LIPH	C3	0.1217572146242184	2	0.0	2.0	1.0
LRAT	C4	0.18768277253339616	5	0.4	2.2	2.2
HES7	C3	0.15304188415882014	4	0.0	2.25	1.0
CSNK2A1	C4	0.46470209994046485	5	1.0	3.0	3.0
HSPG2	T1	NA	4	0.5	2.0	1.75
AR	C1	4.85651402792886E-6	56	0.07142857142857138	2.017857142857143	1.125
RBP4	C2	0.04468532640899692	5	0.0	2.0	1.0
PRKAR1A	T1	NA	33	0.06060606060606064	2.2727272727272725	1.1515151515151516
RBP3	C3	0.9233842615268829	3	0.0	2.3333333333333335	1.6666666666666667
RBCK1	C4	0.8972789612600831	8	0.0	2.0	1.0
MTMR2	T1	NA	5	0.39999999999999997	2.2	1.4
AIRE	C2	0.01340239624080064	25	0.6799999999999999	2.36	1.96
DHH	C3	0.06407750645105947	3	0.33333333333333337	2.0	1.3333333333333333
SLC5A1	C3	0.4169755890970558	3	0.0	2.0	1.0
AAAS	C4	0.17061918571127965	13	0.6153846153846154	2.1538461538461537	1.8461538461538463
SLC5A2	C4	0.2664424841159545	5	0.0	1.8	1.0
C2	C3	1.0	1	1.0	2.0	2.0
SLC5A5	C4	0.3531603533159877	7	0.0	2.0	1.0
DYNC2LI1	C4	0.2665751848379294	6	0.0	2.0	1.0
C3	N1	NA	2	0.0	2.0	1.5
GRIN2A	T1	NA	33	0.5757575757575757	2.121212121212121	1.6363636363636362
C5	C3	0.33501904763653756	4	0.0	2.0	1.0
