Gene	Category	Pvalue	NrOfVariants	ReviewStatusMean	NumberSubmittersMean	SubmitterCategoriesMean
CRYGS	N1	NA	1	0.0	2.0	1.0
LIM2	C3	0.556298461274735	2	0.0	2.0	1.0
NOS3	N1	NA	2	0.0	2.0	1.0
PDX1	C4	0.10990198094727877	12	0.5833333333333333	2.25	1.5833333333333335
CRYGD	T1	NA	1	1.0	2.0	2.0
MLPH	T1	NA	3	0.6666666666666666	2.0	1.6666666666666667
PDE10A	T1	NA	4	0.0	2.0	1.0
DES	C4	0.7985693236796992	173	0.9132947976878614	2.7919075144508656	2.069364161849711
KANSL1	C4	0.5168677495508638	104	0.9615384615384615	2.0865384615384617	1.942307692307692
ATP13A2	C2	0.01896476197993846	32	1.0625	2.46875	1.8125
RBPJ	C3	0.0552342537180639	2	0.0	2.0	1.0
LIPA	C4	0.08287906644281606	16	0.6875	2.125	1.75
TSEN54	C4	0.4137476877592263	61	1.180327868852459	2.7049180327868854	1.9344262295081966
NSDHL	I1	NA	30	0.6333333333333334	2.2666666666666666	1.6666666666666665
ZFYVE26	C1	0.0017281739866836787	59	0.8135593220338986	2.016949152542373	1.9491525423728813
LIPC	C3	0.4706361777354794	2	0.5	2.5	2.0
ZFYVE27	N1	NA	9	0.5555555555555556	2.111111111111111	1.7777777777777777
LIPH	C3	0.1217572146242184	2	0.0	2.0	1.0
LRAT	C4	0.18768277253339616	10	0.3	2.1	2.1
HES7	C3	0.15304188415882014	7	0.42857142857142855	2.142857142857143	1.4285714285714286
CSNK2A1	C4	0.46470209994046485	5	1.0	3.0	3.0
HSPG2	T1	NA	37	1.0	2.054054054054054	1.972972972972973
AR	C1	4.85651402792886E-6	63	0.12698412698412714	2.015873015873016	1.2063492063492063
RBP4	C2	0.04468532640899692	6	0.16666666666666669	2.0	1.1666666666666667
PRKAR1A	T1	NA	44	0.31818181818181807	2.25	1.3636363636363638
RBP3	C3	0.9233842615268829	47	0.25531914893617025	2.148936170212766	1.4255319148936172
RBCK1	C4	0.8972789612600831	8	0.0	2.0	1.0
MTMR2	T1	NA	24	0.9166666666666667	2.2083333333333335	1.875
AIRE	C2	0.01340239624080064	60	0.7166666666666666	2.3833333333333333	1.7833333333333334
DHH	C3	0.06407750645105947	3	0.33333333333333337	2.0	1.3333333333333333
SLC5A1	C3	0.4169755890970558	3	0.0	2.0	1.0
AAAS	C4	0.17061918571127965	16	0.625	2.125	1.875
SLC5A2	C4	0.2664424841159545	6	0.0	1.8333333333333333	1.1666666666666667
C2	C3	1.0	2	0.5	2.0	1.5
SLC5A5	C4	0.3531603533159877	13	0.46153846153846145	2.0	1.4615384615384615
DYNC2LI1	C4	0.2665751848379294	6	0.0	2.0	1.0
C3	N1	NA	10	0.1	2.1	1.4
GRIN2A	T1	NA	150	0.8199999999999998	2.2066666666666666	1.92
C5	C3	0.33501904763653756	7	0.0	2.0	1.1428571428571428
C6	C3	0.514288696276818	3	0.33333333333333337	2.0	1.3333333333333333
C7	C3	0.18144920772142037	4	0.0	2.0	1.0
C9	C3	0.10034824646229068	5	0.0	2.0	1.0
GPIHBP1	C4	0.11718508719813825	10	0.2	2.2	1.4
B3GALNT2	T1	NA	16	0.3125	2.625	2.375
HACE1	C4	0.21833120109758342	10	0.0	2.0	1.2
LRBA	C2	0.011302708200868539	15	0.5333333333333333	2.0	1.6
PMM2	C1	1.488548797637934E-4	46	0.9782608695652174	2.717391304347826	2.130434782608696
ERLIN1	C3	0.18242243945173608	2	0.0	2.0	1.0
NR0B1	I1	NA	27	0.1481481481481482	2.0	1.259259259259259
BBIP1	N1	NA	1	0.0	3.0	1.0
ERLIN2	C3	1.0	8	0.75	2.125	1.75
LYZ	C2	0.03475558435961612	5	0.0	2.0	1.0
CP	C2	0.026120893085748387	57	0.24561403508771937	2.1228070175438596	1.3157894736842106
GRIN2B	C1	2.3517955810903324E-5	152	0.875	2.1513157894736836	1.9539473684210527
COL1A1	C3	0.13042658900539716	129	0.5891472868217053	2.046511627906977	1.596899224806202
SETX	C1	0.0015874975506126043	64	0.78125	2.40625	1.8125
CYP2C9	N1	NA	9	2.0	2.4444444444444446	1.6666666666666667
COL1A2	C2	0.01151775183712056	90	0.6444444444444443	2.011111111111111	1.6333333333333337
SASS6	N1	NA	1	0.0	2.0	1.0
DCHS1	C4	0.189927253192394	15	0.6666666666666667	2.0	1.6666666666666665
LRSAM1	T1	NA	24	0.8333333333333333	2.0833333333333335	1.8333333333333333
HEXB	C4	0.26156306032461274	43	0.9767441860465116	2.302325581395349	2.0232558139534884
HEXA	C1	7.803053760712109E-4	77	0.6103896103896104	2.3636363636363638	1.6623376623376622
LITAF	C2	0.015333162113602805	23	0.6521739130434782	2.347826086956522	1.6521739130434783
TRIOBP	C4	0.05619711191879373	123	1.089430894308943	2.186991869918699	1.951219512195122
PQBP1	C3	0.5688114004133373	13	0.6923076923076923	2.3076923076923075	1.9230769230769231
IKBKB	N1	NA	2	0.0	2.0	1.0
NIPBL	C4	0.7203927754919803	368	1.027173913043478	2.1385869565217392	1.9918478260869565
TUBA1A	C2	0.02927250918630453	55	0.9818181818181818	2.2727272727272725	1.9636363636363636
FLVCR1	C3	0.26892498051161984	5	0.0	2.0	1.4
FLVCR2	C4	0.08664285276521222	6	0.33333333333333337	2.0	1.3333333333333333
IKBKG	I1	NA	27	0.2962962962962963	2.1481481481481484	1.3703703703703705
APPL1	C3	0.38787662641795806	2	0.0	2.0	1.0
ELOVL4	C3	0.2482130789899235	8	0.75	2.375	1.5
ARG1	C4	0.3284431480551784	2	0.0	2.0	1.0
ELOVL5	C3	1.0	4	0.25	2.0	1.5
NSUN2	T1	NA	22	0.5454545454545455	2.0454545454545454	1.8636363636363638
RIPK4	C3	0.6325087952958084	11	0.7272727272727273	2.0	1.7272727272727273
NIPA1	C3	0.2842146925863076	12	0.6666666666666667	2.1666666666666665	1.75
RRAS2	N1	NA	1	0.0	2.0	1.0
EMP2	C3	0.763024600552995	4	0.25	2.0	1.25
F2	C1	8.038284433273812E-4	24	0.33333333333333337	2.0833333333333335	1.4166666666666665
SUMF1	C1	0.0069902105792971625	29	0.5517241379310344	2.1724137931034484	1.6206896551724137
F5	C4	0.1384718925586158	45	0.7777777777777778	2.0444444444444443	1.8222222222222224
F7	C4	0.11857143244439317	13	0.4615384615384615	2.076923076923077	1.5384615384615385
F8	C2	0.03903753954256162	205	0.04390243902439021	2.024390243902439	1.073170731707317
F9	C2	0.010023908319193753	76	0.05263157894736842	2.0526315789473686	1.0921052631578947
ADSSL1	C3	0.23533326650958575	2	0.0	2.0	1.0
PMP2	N1	NA	1	1.0	2.0	2.0
DLD	C1	0.007691605769697074	37	0.8648648648648649	2.189189189189189	1.837837837837838
SLC29A3	C2	0.01182938010945167	29	0.2413793103448276	2.0344827586206895	1.6551724137931036
FH	C1	1.1965077490339038E-4	165	1.0484848484848484	2.3575757575757565	2.012121212121212
RNASEL	C3	0.9272644735252321	3	0.0	2.0	1.0
SEZ6	N1	NA	1	1.0	2.0	2.0
UNG	N1	NA	4	0.75	2.0	1.75
RECQL4	C4	0.1472637023017862	212	0.900943396226415	2.325471698113207	1.9528301886792452
GLRA1	C4	0.27018540349692677	28	0.035714285714285726	2.4285714285714284	1.0357142857142858
TUBA3E	N1	NA	1	0.0	2.0	2.0
PROKR2	C4	0.06828647519520148	13	0.38461538461538464	2.1538461538461537	1.6153846153846154
UCP3	C3	0.6876728942554106	3	0.0	2.0	1.0
PMS2	C1	0.0023588258293445463	806	1.5210918114143974	2.7121588089330064	2.0049627791563274
DMD	C1	0.003346791094545609	874	0.7173913043478252	2.308924485125859	1.990846681922197
EVC2	C4	0.13784031985137413	46	0.8478260869565218	2.108695652173913	1.847826086956522
SLC16A1	C4	0.264291523733981	18	0.4444444444444444	2.111111111111111	1.4444444444444444
GK	C4	0.11718508719813825	8	0.25	2.0	1.25
STAT1	C2	0.03116913049139447	27	0.07407407407407407	2.037037037037037	1.1111111111111112
STAT2	C3	0.5838824207703652	4	0.25	2.0	1.5
STAT3	C1	1.1930788514358248E-4	37	0.8378378378378379	2.3513513513513513	1.8918918918918919
VWA3B	N1	NA	1	0.0	2.0	1.0
GATAD2B	I1	NA	9	0.6666666666666666	2.0	1.7777777777777777
TTLL5	C4	0.2344235860583055	5	0.0	2.0	1.0
LYRM7	C3	0.3447042220069577	5	0.0	2.0	1.0
MPLKIP	C3	0.30817954746705434	6	0.16666666666666669	2.0	1.3333333333333333
MYLK2	C3	0.9684745247203704	78	1.153846153846154	2.4743589743589745	2.0
HR	T1	NA	9	0.0	2.0	1.0
HNMT	C3	0.12239001709522457	3	0.0	2.0	1.0
STK11	C3	0.5845515782521138	454	1.1916299559471368	2.4295154185022008	1.9625550660792954
SMCHD1	C3	0.3016995824783477	34	0.8823529411764706	2.0294117647058822	1.9117647058823528
KPNA7	N1	NA	9	0.7777777777777778	2.0	1.7777777777777777
PMPCA	C2	0.010160904487408473	5	0.0	2.2	1.6
SLC25A42	N1	NA	1	1.0	2.0	2.0
PITX2	I1	NA	21	0.4761904761904761	2.0	1.5714285714285716
SLC16A2	I1	NA	43	0.8604651162790699	2.325581395348837	1.930232558139535
ZNF687	C3	0.17483615255920237	2	0.0	2.0	1.0
PITX1	I1	NA	3	0.33333333333333337	2.0	1.3333333333333333
PITX3	N1	NA	2	1.0	2.5	1.5
VPS33B	C2	0.049071175456275706	26	0.7692307692307693	2.076923076923077	1.7307692307692308
FOXP3	I1	NA	14	0.42857142857142855	2.0	1.4285714285714284
TUBA4A	C4	0.14954135458461526	6	0.0	2.0	1.0
FOXP2	C4	0.08813545414463464	35	0.7428571428571429	2.085714285714286	1.8571428571428572
FOXP1	I1	NA	33	0.8484848484848484	2.0303030303030303	1.9393939393939394
MAG	C3	0.5781845785844004	3	0.33333333333333337	2.0	1.3333333333333333
MAF	C4	0.5350219719251926	19	0.26315789473684215	2.3684210526315788	2.1052631578947367
MAK	C1	0.008774879097195876	10	0.4	2.0	1.7
FSCN2	N1	NA	18	0.8888888888888888	2.111111111111111	2.0555555555555554
DSC2	C4	0.9141664478244584	151	1.099337748344371	2.7019867549668866	2.006622516556291
DSC3	N1	NA	1	0.0	2.0	1.0
RNASEH2C	C2	0.04330814281079198	6	0.33333333333333337	2.0	1.6666666666666667
RNASEH2B	C3	0.20301710604921375	4	0.5	2.0	1.5
RNASEH2A	C1	0.0058157102691972495	16	0.25	2.3125	1.25
ARL6	C1	0.008780675614148636	13	0.46153846153846145	2.0	1.5384615384615385
MAX	I1	NA	18	0.9444444444444444	2.0555555555555554	2.0
GLIS3	C3	0.8533074196871153	16	0.6875	2.25	1.75
TNFRSF11B	C4	0.5325042685883556	14	0.7857142857142857	2.0714285714285716	1.7142857142857144
TNFRSF11A	C4	0.297022219542586	22	0.6363636363636365	2.0454545454545454	1.5909090909090908
ACAT1	C2	0.032713923623363006	35	0.7142857142857142	2.0285714285714285	1.7428571428571429
GLIS2	C3	0.43857802608099994	20	1.1	2.25	1.9
PMVK	N1	NA	2	0.0	2.0	1.0
CPA6	C3	0.6477916648293116	5	0.8	2.2	2.0
KL	N1	NA	9	0.0	2.0	1.8888888888888888
SRD5A2	C4	0.29079259694392623	56	0.05357142857142855	2.0714285714285716	1.8035714285714284
BDNF	N1	NA	1	1.0	2.0	2.0
SRD5A3	C1	0.006536161174242716	10	0.6	2.2	1.6
GFPT1	C3	0.9202116773235596	12	1.0	2.3333333333333335	1.8333333333333333
EEF2	N1	NA	3	0.0	2.0	1.6666666666666667
MCC	C3	0.4374860760234712	5	0.0	2.0	1.6
FOXN1	C3	0.6015081344405899	2	0.0	2.0	1.5
AICDA	C1	0.004975093797900398	19	0.31578947368421045	2.0526315789473686	1.5263157894736843
TUBGCP6	C4	0.26696846906993466	25	0.7600000000000001	2.0	1.76
TUBGCP4	C3	0.47220584396524934	3	0.33333333333333337	2.0	1.3333333333333333
MYD88	C3	0.08132266939643185	8	0.125	2.0	1.625
POMT2	C1	8.257962639430794E-4	86	0.9651162790697674	2.3372093023255816	1.8837209302325584
ARHGAP11A	N1	NA	3	0.33333333333333337	2.0	2.0
CNTNAP2	C4	1.0	254	1.062992125984252	2.374015748031496	1.9960629921259843
CNTNAP1	I1	NA	6	0.0	2.0	1.5
FHL1	C1	0.0017386004954361711	28	0.6071428571428571	2.142857142857143	1.5
POMT1	C1	0.0012219943369403685	92	1.1956521739130437	2.695652173913044	1.9456521739130435
COX4I2	N1	NA	2	0.5	2.0	1.5
WISP3	C4	0.33397359484935163	11	0.1818181818181818	2.0	1.1818181818181819
PIK3CD	C3	0.09191986817557884	5	0.4	2.4	1.6
MRPL3	N1	NA	1	0.0	2.0	1.0
DSE	N1	NA	1	0.0	2.0	1.0
ZNF644	T1	NA	3	0.0	2.0	1.0
SPG11	C2	0.04547631876956959	153	0.3921568627450985	2.2091503267973858	1.5163398692810452
DSP	C4	0.11354532337482592	530	1.0622641509433965	2.562264150943398	1.9754716981132079
DST	C3	0.27794930530387085	3	0.0	2.0	1.0
FOXL2	I1	NA	31	0.1612903225806452	2.193548387096774	1.3225806451612905
VPS37A	N1	NA	2	0.5	2.0	1.5
SLC25A16	N1	NA	1	1.0	2.0	2.0
SLC25A15	C1	0.002478176461793935	22	0.2727272727272728	2.4545454545454546	1.3181818181818181
PIK3CA	C3	0.3162326872657071	68	0.4264705882352941	2.3235294117647056	2.0
NPC1	C1	7.0086970422877926E-6	120	0.8916666666666667	2.4583333333333335	2.0083333333333333
NPC2	C2	0.03597401390063126	18	0.16666666666666666	2.4444444444444446	1.4444444444444444
SLC25A19	C2	0.03389485352468924	14	0.7142857142857143	2.0714285714285716	1.8571428571428572
IL1RAPL1	I1	NA	13	0.4615384615384615	2.0	1.8461538461538463
DSG1	C4	0.4013871657117666	7	0.0	2.0	1.0
DSG2	C1	8.638752104862535E-4	142	1.1267605633802815	2.795774647887322	2.028169014084507
SLC25A12	N1	NA	5	0.4	2.0	1.6
MET	C2	0.01659630371157861	236	0.9067796610169491	2.4110169491525433	1.9661016949152543
SLC25A13	C1	0.004207076588403913	30	0.2666666666666667	2.2333333333333334	1.5333333333333334
PPP1R15B	N1	NA	1	0.0	2.0	1.0
LRP5	C2	0.03859623956066838	77	0.5714285714285714	2.155844155844156	1.662337662337662
LRP4	C1	0.0016502967146250214	14	0.3571428571428571	2.0	1.3571428571428572
KATNB1	C4	0.8882745344091312	6	0.0	2.0	1.0
LRP2	C4	0.564858455729107	104	0.7596153846153842	2.442307692307692	1.8653846153846156
MFF	N1	NA	5	0.2	2.2	1.6
HSD17B10	C3	0.5049850750938459	11	0.3636363636363636	2.0	1.4545454545454546
LRP6	C4	0.7884279568052048	22	0.6363636363636364	2.0	1.6818181818181819
PRIMPOL	N1	NA	1	0.0	2.0	1.0
CECR1	C1	0.0072416739832328325	11	0.0	2.0	1.0
SLC25A26	C3	0.0775552732974516	4	0.0	2.0	1.0
SLITRK1	C3	1.0	2	0.0	3.0	1.0
SLITRK6	C2	0.04252247799805153	4	0.0	2.75	1.25
PCBD1	C3	0.14891467317876583	9	0.0	2.0	1.3333333333333333
SLC25A20	C4	0.44577691628158544	12	0.5833333333333333	2.25	1.6666666666666667
CNNM2	C2	0.014979512318348931	4	0.0	2.0	1.0
SLC25A22	T1	NA	71	1.056338028169014	2.309859154929577	1.9577464788732395
CNNM4	C4	0.5218902096879259	11	0.45454545454545453	2.0	1.5454545454545454
CTHRC1	N1	NA	1	0.0	2.0	1.0
MMAA	C4	0.20595806245356274	25	0.44	2.36	1.6
MMAB	C4	0.055049672156638696	26	0.576923076923077	2.5384615384615383	1.7307692307692308
C2orf71	C4	0.9824332894340747	33	0.8181818181818181	2.0303030303030303	1.878787878787879
MERTK	C4	0.2972049744834394	28	0.5714285714285714	2.0714285714285716	1.8571428571428572
DHODH	C2	0.019503494948247213	12	0.33333333333333337	2.1666666666666665	1.3333333333333333
SLC25A38	C4	0.4033953048926282	5	0.0	2.0	1.0
PC	C1	1.1186707689636588E-4	60	0.6666666666666667	2.0833333333333335	1.7000000000000002
MGP	I1	NA	5	0.2	2.0	1.2
VIPAS39	C4	0.4237107971667936	20	0.8	2.05	1.75
SLC25A32	C3	0.3545394797735013	3	0.0	2.0	1.3333333333333333
P4HB	N1	NA	1	0.0	2.0	1.0
SPG21	C3	0.13361440253771606	6	0.6666666666666666	2.0	1.6666666666666667
SPG20	N1	NA	11	0.8181818181818181	2.0	2.0
EIF4A3	N1	NA	3	0.0	2.0	1.0
FOXI1	C3	0.07017435014191276	5	0.6	2.0	1.6
POF1B	N1	NA	1	0.0	2.0	1.0
EPHB2	C3	0.7962534147376392	5	0.2	2.0	1.2
SLC34A3	C4	0.541856328053923	31	0.4516129032258066	2.0	1.7419354838709675
SLC34A2	T1	NA	3	0.0	2.0	1.3333333333333333
ARSA	C1	1.772298516896642E-4	134	0.4925373134328355	2.380597014925373	1.649253731343284
MUSK	C2	0.047218421236996044	37	1.0	2.243243243243243	1.837837837837838
PHYKPL	C3	0.3048487542566546	2	0.0	2.0	1.0
SLC34A1	C4	0.971515989466355	17	0.0588235294117647	2.0	1.4705882352941178
HFE2	C4	0.2910325338859351	15	0.5333333333333334	2.1333333333333333	1.5333333333333334
TAS2R16	N1	NA	1	0.0	2.0	1.0
THAP1	C4	0.052325190713998326	5	0.0	2.0	1.0
GNPAT	C3	0.1510236501440958	10	0.7	2.1	1.9
SFRP4	T1	NA	3	0.0	2.0	1.0
MIP	C4	0.41679281184762684	6	0.16666666666666669	2.0	1.5
ZNF711	N1	NA	10	0.6	2.0	1.9
MMADHC	C4	0.05820549530518093	20	0.4	2.2	1.35
EPHA2	C3	0.09026925313258749	18	0.7777777777777778	2.0	1.8333333333333333
GCDH	C1	0.005153099200333577	50	0.8999999999999998	2.26	2.12
TMEM87B	N1	NA	1	1.0	2.0	2.0
FOXG1	I1	NA	125	0.952	2.3600000000000003	2.04
PEX11B	N1	NA	1	0.0	2.0	1.0
PIK3R2	C3	0.6674364917098825	4	0.75	2.75	2.0
PIK3R1	C4	0.5042736753035879	22	0.5	2.3181818181818183	1.5909090909090908
PIK3R5	N1	NA	11	0.9090909090909091	2.4545454545454546	1.9090909090909092
LARS	T1	NA	45	0.9777777777777777	2.0	1.9777777777777779
SI	C4	0.21086684353114205	10	0.10000000000000002	2.0	1.2
PCBP1	N1	NA	1	1.0	2.0	2.0
DYM	C4	0.6813206865296079	17	0.6470588235294118	2.0	1.7058823529411764
ARSE	C4	0.08774326788745068	25	0.9600000000000001	2.6	1.72
ARSB	C2	0.012989775203092413	28	0.8571428571428571	2.3214285714285716	1.8571428571428572
RBM10	N1	NA	2	0.5	2.0	1.5
CLHC1	N1	NA	1	0.0	2.0	2.0
CRADD	N1	NA	1	0.0	2.0	1.0
FOXF1	C3	0.8169613217153913	6	0.5	2.0	1.6666666666666667
RPE65	C2	0.010152106655035853	106	0.1132075471698113	2.150943396226415	2.0754716981132075
TF	C4	0.08704404746836159	11	0.0	2.0	1.1818181818181819
TG	C1	0.00126165020473068	32	0.625	2.125	1.8125
TH	C4	0.10322941596283886	28	0.7142857142857142	2.142857142857143	1.7857142857142858
COL9A1	C3	0.4595425828742936	45	1.0222222222222221	2.111111111111111	1.9333333333333333
COL9A3	N1	NA	53	1.1132075471698113	2.207547169811321	1.9811320754716981
COL9A2	N1	NA	51	1.0	2.0980392156862746	1.9607843137254901
AARS	C4	0.7856838208525847	48	0.9791666666666666	2.25	2.0
FKBP10	C4	0.5673736341706904	18	0.6111111111111112	2.0	1.6666666666666665
FOXE1	C3	0.36118638343462595	8	0.5	2.0	1.5
TNFRSF13B	C4	0.06717543579944107	14	0.7142857142857143	2.2142857142857144	1.9285714285714286
SLC7A14	C3	0.7375200655490171	1	0.0	2.0	1.0
PCSK9	C4	0.47195968600872973	76	1.0921052631578947	2.3684210526315788	1.9342105263157894
IKBKAP	C3	0.17343709580546662	44	1.2045454545454546	2.3181818181818183	1.9772727272727273
PEPD	C2	0.04076053620183384	13	0.0	2.1538461538461537	1.0
IER3IP1	C3	0.6134313729551665	4	0.5	2.25	1.25
CHRDL1	C4	0.8727801237939118	7	0.14285714285714288	2.142857142857143	1.4285714285714286
ARV1	C3	0.9497712193634842	2	0.5	3.0	3.0
HYAL1	N1	NA	2	0.0	2.0	1.0
ACADM	C1	7.880547870056098E-4	127	1.1417322834645671	2.4330708661417315	2.0393700787401574
ACADS	C1	0.0012260958605336825	45	1.0666666666666667	2.5555555555555554	2.1333333333333333
AASS	C4	0.15878293030348634	10	0.20000000000000004	2.0	1.3
ACAD8	C4	0.34775489856751407	16	0.8125	2.125	1.9375
MME	C3	0.37163831261718006	7	0.0	2.0	1.0
CCDC115	T1	NA	3	0.33333333333333337	2.6666666666666665	2.6666666666666665
CCDC114	C4	0.9025232501776794	48	1.125	2.25	1.9375
ACAD9	C1	2.5122867792992665E-5	50	0.7200000000000001	2.16	2.04
OSMR	C4	0.28862944106681365	5	0.0	2.0	1.0
MN1	N1	NA	1	1.0	2.0	2.0
ENAM	C3	0.5857884148093631	5	0.39999999999999997	2.2	1.8
CRELD1	N1	NA	14	0.7142857142857142	2.0714285714285716	1.6428571428571428
FOXC2	I1	NA	3	1.0	2.0	2.0
FOXC1	C3	0.41954703025225315	30	0.6	2.1666666666666665	1.8333333333333335
SATB2	C3	0.12133525035848225	12	0.8333333333333334	2.1666666666666665	1.9166666666666667
CCDC103	C3	0.43857802608099994	10	0.8	2.3	2.0
IGHMBP2	C4	0.6660887722641875	106	0.9622641509433963	2.207547169811321	1.9339622641509435
IBA57	C3	0.9012247596585798	2	0.0	2.0	1.0
CPN1	N1	NA	1	0.0	2.0	1.0
BCAP31	I1	NA	3	0.33333333333333337	2.0	1.3333333333333333
NPM1	N1	NA	8	0.125	2.125	1.75
GCH1	I1	NA	21	0.23809523809523805	2.0476190476190474	1.2857142857142858
MOG	N1	NA	1	0.0	2.0	1.0
NUBPL	C4	0.4545698364700391	22	0.9090909090909091	2.272727272727273	1.9090909090909092
GCGR	N1	NA	1	0.0	2.0	1.0
HUWE1	C2	0.021957790792009657	48	0.8541666666666667	2.0833333333333335	1.9375
CRIPT	C3	0.22067136191984704	3	0.33333333333333337	2.6666666666666665	2.6666666666666665
DSPP	C4	0.14954135458461526	28	0.7857142857142858	2.0714285714285716	1.8571428571428572
PER2	N1	NA	1	0.0	2.0	1.0
ALDH4A1	C3	0.5877238031621291	3	0.0	2.0	1.0
GFI1B	I1	NA	2	0.0	2.5	2.0
XK	I1	NA	3	0.0	2.0	1.0
PER3	C3	0.7508235188990009	3	0.33333333333333337	2.0	1.3333333333333333
ZDHHC9	C3	0.17423138824802498	7	0.42857142857142855	2.0	1.4285714285714286
TARDBP	C4	0.5338418935166511	22	0.0	2.090909090909091	1.0
SAMD9L	C3	0.4412085195058775	2	0.0	2.0	1.0
MPI	C2	0.02789999383395636	20	1.05	2.25	1.8
MPL	C4	0.096482979899575	44	0.4090909090909091	2.227272727272727	1.8636363636363638
CPOX	C1	0.005230216815385047	12	0.0	2.0	1.0833333333333333
OGDHL	N1	NA	2	1.0	2.0	2.0
MPO	C4	0.4045069199394947	9	0.11111111111111109	2.111111111111111	1.2222222222222223
CCND2	I1	NA	7	0.0	2.857142857142857	1.0
MPZ	C1	0.004354095640358158	80	0.5874999999999998	2.325	1.6375
CAPN5	C3	0.26637992334248284	4	0.5	2.0	1.5
DUOXA2	N1	NA	7	0.8571428571428571	2.0	1.8571428571428572
SNIP1	N1	NA	2	0.5	2.0	1.5
CAPN3	C2	0.015749808161036216	113	1.1150442477876108	2.4247787610619467	1.9557522123893807
BANF1	N1	NA	1	0.0	2.0	1.0
CAPN1	C3	0.5292123672816297	4	0.0	2.0	1.0
PDGFRB	C1	1.8715787847567444E-4	17	0.7058823529411764	2.235294117647059	1.8235294117647058
PDGFRA	C4	0.86740485254182	136	0.8088235294117648	2.1911764705882355	1.933823529411765
HFM1	T1	NA	4	0.0	2.0	1.0
CYBB	C4	0.3724558699813696	84	0.25	2.214285714285714	1.2976190476190477
CYBA	C4	0.27760541836356356	18	0.44444444444444436	2.2777777777777777	1.3888888888888888
RPGRIP1L	C2	0.04044221175679641	79	1.0506329113924051	2.493670886075949	2.0
KLHL40	C4	0.12091299894640051	16	0.75	2.125	1.6875
KLHL41	T1	NA	12	0.5833333333333333	2.0833333333333335	1.75
PDGFRL	N1	NA	1	0.0	2.0	1.0
DKC1	C1	1.523668939241718E-4	49	0.22448979591836749	2.7346938775510203	1.2653061224489797
CCDC151	C3	0.1509623197602522	11	0.9090909090909091	2.272727272727273	1.8181818181818181
VCL	C4	0.44542953815712993	141	1.2056737588652482	2.7375886524822683	1.9858156028368794
RTN2	N1	NA	7	0.7142857142857143	2.0	1.8571428571428572
GCM2	C3	0.12637008658573623	13	0.0	2.0	1.7692307692307692
VCP	C1	0.004784814381423308	26	0.5384615384615385	2.0	1.576923076923077
RBM8A	I1	NA	7	0.5714285714285714	3.142857142857143	2.0
NPR2	C4	0.20962247241395449	15	0.13333333333333336	2.0	1.1333333333333333
CHAT	C2	0.013811797980877949	49	1.0	2.387755102040816	1.7959183673469385
KLHL10	C3	0.13979333686009476	2	0.0	2.0	1.0
NDRG1	C3	0.08326451666355006	21	1.0	2.142857142857143	1.9047619047619047
ACACB	N1	NA	3	0.0	2.0	2.0
EBP	I1	NA	45	0.8444444444444444	2.111111111111111	1.8666666666666667
TAC3	C3	0.5612758361345777	5	0.6	2.2	1.6
CYC1	T1	NA	4	0.5	2.0	1.5
PRODH	C4	0.4545707500833708	10	0.0	2.1	1.4
VARS2	C3	0.06467168750236374	4	0.25	2.0	1.25
ZFHX3	C3	0.32667108863875705	3	0.6666666666666666	2.0	1.6666666666666667
VDR	C1	0.0013812562218283864	18	0.0	2.0	1.2222222222222223
SLC52A2	C1	1.652516979122609E-5	25	0.7200000000000001	2.6399999999999997	1.84
SLC52A3	C1	0.007174033389658718	44	0.36363636363636376	2.159090909090909	1.3636363636363638
PHOX2B	C3	0.43857802608099994	27	1.074074074074074	2.5555555555555554	1.8518518518518519
PHOX2A	N1	NA	4	0.75	2.0	1.75
BMP4	I1	NA	7	0.28571428571428575	2.142857142857143	1.1428571428571428
GCLC	N1	NA	1	0.0	2.0	1.0
BMP1	T1	NA	6	0.0	2.1666666666666665	1.0
CPS1	C4	0.21838039481391247	35	1.0857142857142859	2.4285714285714284	1.7714285714285714
FAM175A	C3	0.737315677216418	40	0.85	2.1	2.0
STT3A	N1	NA	1	0.0	2.0	1.0
CYCS	N1	NA	3	0.33333333333333337	2.0	1.3333333333333333
TAF4B	N1	NA	1	0.0	2.0	1.0
TAB2	C3	0.14412703481601585	3	0.0	2.0	1.0
STT3B	N1	NA	1	0.0	2.0	1.0
RBM28	N1	NA	1	0.0	2.0	1.0
EDA	C3	0.8015726314717444	93	0.9139784946236559	2.139784946236559	1.903225806451613
LAMC3	N1	NA	48	0.5625	2.2708333333333335	1.9791666666666667
CHD8	C3	0.15729920705028488	23	0.9130434782608695	2.0	1.9130434782608696
CHD7	C3	0.1677809519420026	271	1.0774907749077487	2.3025830258302578	1.9704797047970477
ATP2A2	C2	0.01371083007813323	11	0.0	2.0	1.0909090909090908
HMGB3	N1	NA	1	0.0	3.0	3.0
MTR	C4	0.10336782948537615	21	0.7142857142857142	2.238095238095238	1.7142857142857142
LAMC2	C3	0.624206114766406	15	0.8	2.1333333333333333	1.7333333333333334
ATP2A1	C4	0.22460869607585987	10	0.7000000000000001	2.0	1.7
CHD2	C4	0.29975837008871486	50	0.58	2.12	1.58
SOBP	N1	NA	19	0.8421052631578947	2.0	1.9473684210526316
SEC61A1	T1	NA	2	0.0	2.0	1.0
CPT2	C1	3.8330544075970696E-4	51	0.7647058823529411	2.549019607843137	1.8627450980392157
